요양기관명,시도코드명,시군구코드명,좌표(X),좌표(Y),주소,좌표(X)_round,좌표(Y)_round
아이숲소아청소년과의원,서울특별시,서초구,127.0609502,37.4555506,,127.061,37.4556
아이숲소아청소년과의원,광주광역시,광주북구,126.8761366,35.1753498,,126.8761,35.1753
아이숲연합소아청소년과의원,대구광역시,대구동구,128.6977962,35.8631357,,128.6978,35.8631
아이쑥쑥소아청소년과의원,서울특별시,광진구,127.0949441,37.5415877,,127.0949,37.5416
아이안소아청소년과의원,충청북도,청주흥덕구,127.4268881,36.6423665,,127.4269,36.6424
아이앤누리소아청소년과 의원,경기도,수원권선구,127.0230581,37.2507755,,127.0231,37.2508
아이앤맘소아청소년과의원,강원특별자치도,강릉시,128.8990071,37.7583465,,128.899,37.7583
아이언소아청소년과의원,경기도,용인기흥구,127.108158,37.2664798,,127.1082,37.2665
아이언소아청소년과의원,경기도,화성시,127.0129548,37.2080485,,127.013,37.208
아이엔드소아청소년과의원,경기도,시흥시,126.7915479,37.3730211,,126.7915,37.373
아이엘산부인과소아청소년과의원,서울특별시,영등포구,126.902925,37.5336729,,126.9029,37.5337
아이엘소아청소년과의원,경기도,고양덕양구,126.8306993,37.6316645,,126.8307,37.6317
아이엘소아청소년과의원,부산광역시,부산해운대구,129.145091,35.156667,,129.1451,35.1567
아이영소아청소년과의원,경기도,양주시,127.0883713,37.8328349,,127.0884,37.8328
아이온소아청소년과의원,서울특별시,구로구,126.8877039,37.5095178,,126.8877,37.5095
아이온소아청소년과의원,경기도,광주시,127.2463633,37.3701499,,127.2464,37.3701
아이온연합소아청소년과의원,경기도,수원권선구,126.9430843,37.2739115,,126.9431,37.2739
아이원소아청소년과의원,광주광역시,광주남구,126.8744526,35.1019282,,126.8745,35.1019
아이웰봄 소아청소년과의원,경기도,용인기흥구,127.0727242,37.2371504,,127.0727,37.2372
아이웰소아청소년과의원,서울특별시,송파구,127.1086482,37.5212331,,127.1086,37.5212
아이웰소아청소년과의원,경기도,하남시,127.1549129,37.5073264,,127.1549,37.5073
아이웰소아청소년과의원,경기도,화성시,126.9112038,37.1170016,,126.9112,37.117
아이자람소아청소년과의원,대구광역시,대구달서구,128.5274069,35.8145194,,128.5274,35.8145
아이조은성모소아청소년과의원,서울특별시,동작구,126.9283796,37.4987349,,126.9284,37.4987
아이조은소아청소년과의원,경상남도,양산시,129.0250648,35.3201411,,129.0251,35.3201
아이조은행복쑥쑥소아청소년과의원,경기도,김포시,126.7334468,37.611656,,126.7334,37.6117
아이조은행복쑥쑥소아청소년과의원,인천광역시,인천부평구,126.7242358,37.4963427,,126.7242,37.4963
아이조은행복쑥쑥소아청소년과의원,경기도,시흥시,126.8524148,37.37771,,126.8524,37.3777
아이좋은소아청소년과의원,울산광역시,울산울주군,129.1233228,35.5785199,,129.1233,35.5785
아이참소아치과의원,충청남도,아산시,127.0867919,36.7877851,,127.0868,36.7878
아이큰소아청소년과의원,경상북도,구미시,128.4312401,36.1558232,,128.4312,36.1558
아이클소아청소년과의원,경기도,김포시,126.6818513,37.6552026,,126.6819,37.6552
아이키소아청소년과의원,서울특별시,마포구,126.9564486,37.5545455,,126.9564,37.5545
아이튼튼소아청소년과의원,경기도,부천오정구,126.8052029,37.5232578,,126.8052,37.5233
아이튼튼소아청소년과의원,강원특별자치도,원주시,127.9496766,37.3302107,,127.9497,37.3302
아이튼튼소아청소년과의원,부산광역시,부산동래구,129.0824914,35.2109919,,129.0825,35.211
아이튼튼소아청소년과의원,경상북도,안동시,128.6996585,36.5651387,,128.6997,36.5651
아이튼튼연합소아청소년과의원,전라남도,순천시,127.5492268,34.9338059,,127.5492,34.9338
아이편한소아청소년과의원,경기도,화성시,127.0618121,37.2253506,,127.0618,37.2254
아이편한소아청소년과의원,강원특별자치도,원주시,127.9553045,37.3214515,,127.9553,37.3215
아이플러스소아청소년과의원,인천광역시,인천계양구,126.7383748,37.5452442,,126.7384,37.5452
아이플러스소아청소년과의원,대구광역시,대구달성군,128.4928919,35.8682678,,128.4929,35.8683
아이플렉스소아청소년과의원,인천광역시,인천연수구,126.6501721,37.3949168,,126.6502,37.3949
아이한길소아치과의원,경기도,시흥시,126.789257,37.3785315,,126.7893,37.3785
아이힐소아청소년과의원,충청남도,천안서북구,127.1383794,36.8261581,,127.1384,36.8262
아주대우아동소아청소년과의원,경상남도,거제시,128.6851648,34.8671803,,128.6852,34.8672
아주맑은소아청소년과의원,경기도,수원영통구,127.041401,37.2622858,,127.0414,37.2623
아주푸른소아청소년과의원,부산광역시,부산강서구,128.8382549,35.1499834,,128.8383,35.15
아하소아청소년과의원,경기도,광주시,127.2331682,37.3823805,,127.2332,37.3824
안경민소아청소년과의원,부산광역시,부산진구,129.0537507,35.1774861,,129.0538,35.1775
안녕소아청소년과의원,서울특별시,강동구,127.1689885,37.5572185,,127.169,37.5572
안대덕소아청소년과의원,대구광역시,대구서구,128.5565856,35.8631415,,128.5566,35.8631
안소아과의원,경상북도,상주시,128.1591253,36.4151137,,128.1591,36.4151
안소아청소년과의원,경기도,부천원미구,126.7767628,37.5034899,,126.7768,37.5035
안재소아과의원,경상북도,구미시,128.4256359,36.1171625,,128.4256,36.1172
안호식소아청소년과의원,부산광역시,부산사상구,129.0026097,35.1501509,,129.0026,35.1502
안희정소아과의원,서울특별시,성동구,127.0219471,37.5483838,,127.0219,37.5484
압구정함소아한의원,서울특별시,강남구,127.0261057,37.5174861,,127.0261,37.5175
앙쥬소아치과치과의원,서울특별시,마포구,126.9446458,37.5422665,,126.9446,37.5423
앞산에서소아청소년과의원,대구광역시,대구남구,128.6022876,35.8393923,,128.6023,35.8394
앞선소아청소년과의원,울산광역시,울산남구,129.3212953,35.5274194,,129.3213,35.5274
애경연세소아청소년과의원,서울특별시,구로구,126.8894776,37.5105879,,126.8895,37.5106
애플소아과의원,경상북도,포항북구,129.3707347,36.0628476,,129.3707,36.0628
애플소아청소년과의원,서울특별시,노원구,127.0580449,37.6650741,,127.058,37.6651
애플소아청소년과의원,경기도,김포시,126.7677116,37.6002037,,126.7677,37.6002
애플소아청소년과의원,충청북도,음성군,127.5935483,36.9928792,,127.5935,36.9929
애플소아청소년과의원,제주특별자치도,제주시,126.5453156,33.47368,,126.5453,33.4737
애플소아청소년과의원,경기도,성남분당구,127.1230419,37.3994728,,127.123,37.3995
앨리소아청소년과의원,경기도,수원영통구,127.0612197,37.2739774,,127.0612,37.274
양소아청소년과의원,인천광역시,인천남동구,126.7115532,37.4094235,,126.7116,37.4094
양수연소아청소년과의원,서울특별시,중랑구,127.0970527,37.6073834,,127.0971,37.6074
양승철소아청소년과의원,제주특별자치도,서귀포시,126.5616908,33.2473841,,126.5617,33.2474
양재온소아청소년과의원,서울특별시,강남구,127.0358917,37.4851832,,127.0359,37.4852
양정안소아청소년과의원,서울특별시,구로구,126.8433978,37.495415,,126.8434,37.4954
양지현소아청소년과의원,경기도,포천시,127.1998899,37.8935497,,127.1999,37.8935
양천성모소아청소년과의원,서울특별시,양천구,126.8612098,37.5157839,,126.8612,37.5158
엄마마음소아청소년과의원,경기도,수원장안구,126.9943374,37.3026402,,126.9943,37.3026
엄마맘소아청소년과의원,강원특별자치도,원주시,127.9788386,37.3254059,,127.9788,37.3254
엄마와아이들소아청소년과산부인과의원,인천광역시,인천서구,126.6733803,37.519455,,126.6734,37.5195
엄민숙소아청소년과의원,서울특별시,광진구,127.0881625,37.5577857,,127.0882,37.5578
엄소아과의원,경기도,고양일산서구,126.7758483,37.6849019,,126.7758,37.6849
에디슨소아청소년과의원,경기도,성남수정구,127.1428186,37.4439488,,127.1428,37.4439
에바마레소아청소년과의원,경상북도,구미시,128.4180198,36.1059142,,128.418,36.1059
에벤에셀박소아청소년과의원,서울특별시,금천구,126.909473,37.4504709,,126.9095,37.4505
에스케이(SK)메디모아소아청소년과의원,경기도,수원장안구,126.9848709,37.3093339,,126.9849,37.3093
에코꾸러기소아치과의원,전라북도,전주덕진구,127.1227184,35.871972,,127.1227,35.872
에코소아청소년과의원,전라북도,전주덕진구,127.1250681,35.8767307,,127.1251,35.8767
엔젤소아청소년과의원,서울특별시,강서구,126.8462275,37.5600495,,126.8462,37.56
엔젤소아청소년과의원,서울특별시,성북구,127.0080858,37.6169754,,127.0081,37.617
엔젤소아청소년과의원,충청남도,공주시,127.1412396,36.4741395,,127.1412,36.4741
엔젤소아청소년과의원,대전광역시,대전유성구,127.3195231,36.3738979,,127.3195,36.3739
엔젤연합소아청소년과의원,전라북도,부안군,126.7376168,35.7248123,,126.7376,35.7248
엘림소아청소년과의원,서울특별시,노원구,127.0770202,37.650036,,127.077,37.65
엘소아청소년과의원,경상남도,창원진해구,128.7518785,35.1056025,,128.7519,35.1056
엘소아청소년과의원,전라북도,군산시,126.70173,35.9646094,,126.7017,35.9646
엠앤엠소아청소년과의원,경기도,고양일산서구,126.7633869,37.6687646,,126.7634,37.6688
엠제이소아청소년과의원,서울특별시,금천구,126.8970379,37.4699242,,126.897,37.4699
엠코소아청소년과의원,서울특별시,중랑구,127.0903644,37.5982973,,127.0904,37.5983
여계순소아청소년과의원,부산광역시,부산연제구,129.0674261,35.1927917,,129.0674,35.1928
여순소아청소년과의원,부산광역시,부산해운대구,129.1258461,35.1761561,,129.1258,35.1762
연경소아청소년과의원,대구광역시,대구동구,128.6301991,35.9427829,,128.6302,35.9428
연규홍소아청소년과의원,강원특별자치도,원주시,127.9490404,37.3301572,,127.949,37.3302
연꽃안에소아청소년과의원,부산광역시,부산연제구,129.0844966,35.1751874,,129.0845,35.1752
연세365소아청소년과의원,서울특별시,양천구,126.8521735,37.5210694,,126.8522,37.5211
연세365소아청소년과의원,경기도,화성시,126.8185844,37.2843834,,126.8186,37.2844
연세365소아청소년과의원,경기도,하남시,127.1851899,37.5698049,,127.1852,37.5698
연세365소아청소년과의원,인천광역시,인천계양구,126.7490603,37.5669939,,126.7491,37.567
연세e소아청소년과의원,인천광역시,인천연수구,126.670838,37.4066929,,126.6708,37.4067
연세가정의학과소아과의원,경기도,안산상록구,126.8231267,37.296261,,126.8231,37.2963
연세고래소아청소년과의원,경기도,남양주시,127.1563985,37.6281981,,127.1564,37.6282
연세고운맘소아청소년과의원,강원특별자치도,원주시,127.9278637,37.3361438,,127.9279,37.3361
연세곰돌이소아청소년과의원,서울특별시,서초구,126.9904493,37.4933691,,126.9904,37.4934
연세구름소아치과의원,경기도,광명시,126.8840145,37.4479337,,126.884,37.4479
연세국민건강내과소아청소년과의원,서울특별시,송파구,127.1200406,37.4935764,,127.12,37.4936
연세기린소아청소년과의원,인천광역시,인천서구,126.714436,37.5943017,,126.7144,37.5943
연세김&이소아과의원,서울특별시,노원구,127.0663092,37.6639751,,127.0663,37.664
연세꾸러기소아청소년과의원,인천광역시,인천연수구,126.6472859,37.4246316,,126.6473,37.4246
연세꿈나무소아청소년과의원,인천광역시,인천부평구,126.7129333,37.5021433,,126.7129,37.5021
연세꿈사랑소아청소년과의원,경기도,광명시,126.8799499,37.4619888,,126.8799,37.462
연세꿈소아청소년과의원,경기도,안산단원구,126.8017332,37.3283895,,126.8017,37.3284
연세나무소아청소년과의원,서울특별시,마포구,126.8798702,37.5850443,,126.8799,37.585
연세네오소아청소년과의원,서울특별시,강서구,126.8185936,37.567121,,126.8186,37.5671
연세놀이터소아청소년과의원,경기도,파주시,126.7683281,37.7516261,,126.7683,37.7516
연세누리소아청소년과의원,서울특별시,동대문구,127.0595904,37.5748316,,127.0596,37.5748
연세누리소아청소년과의원,경기도,평택시,127.1006734,37.0214999,,127.1007,37.0215
연세누리소아청소년과의원,경기도,고양덕양구,126.8289315,37.6275514,,126.8289,37.6276
연세뉴키즈소아청소년과의원,서울특별시,마포구,126.9529188,37.5529598,,126.9529,37.553
연세뉴키즈소아청소년과의원,경기도,용인기흥구,127.0721781,37.2362956,,127.0722,37.2363
연세다온소아청소년과의원,서울특별시,중구,126.9652534,37.5549223,,126.9653,37.5549
연세다온소아치과의원,대구광역시,대구달성군,128.4628865,35.6930595,,128.4629,35.6931
연세더자람소아청소년과의원,경기도,하남시,127.1905133,37.5669532,,127.1905,37.567
연세도레미소아청소년과의원,인천광역시,인천동구,126.6366921,37.480137,,126.6367,37.4801
연세도우리소아청소년과의원,서울특별시,강남구,127.0716058,37.4851086,,127.0716,37.4851
연세두리소아청소년과의원,경기도,성남분당구,127.1103865,37.3496874,,127.1104,37.3497
연세드림소아청소년과의원,서울특별시,성동구,127.0223892,37.5528052,,127.0224,37.5528
연세드림소아청소년과의원,인천광역시,인천부평구,126.7040723,37.5049829,,126.7041,37.505
연세똘똘이소아청소년과의원,인천광역시,인천남동구,126.7193693,37.4532253,,126.7194,37.4532
연세로이소아청소년과의원,경기도,수원팔달구,127.0182085,37.2702,,127.0182,37.2702
연세마리소아청소년과의원,경기도,수원영통구,127.0499631,37.2414119,,127.05,37.2414
연세맑은이비인후과송소아청소년과의원,서울특별시,강남구,127.0603918,37.4936881,,127.0604,37.4937
연세맘소아청소년과의원,경기도,하남시,127.161231,37.5046789,,127.1612,37.5047
연세메디소아청소년과의원,경기도,고양덕양구,126.9149833,37.6495361,,126.915,37.6495
연세모두소아청소년과의원,경기도,김포시,126.6236296,37.6429991,,126.6236,37.643
연세문소아청소년과의원,경기도,용인기흥구,127.1534878,37.278013,,127.1535,37.278
연세물푸레소아청소년과의원,경기도,용인기흥구,127.1521398,37.2955662,,127.1521,37.2956
연세바다소아청소년과의원,서울특별시,강남구,127.055481,37.4785583,,127.0555,37.4786
연세박임재소아청소년과의원,경기도,고양일산서구,126.7697785,37.6772293,,126.7698,37.6772
연세별가람소아청소년과의원,경기도,남양주시,127.1166463,37.6677031,,127.1166,37.6677
연세별소아치과치과의원,경기도,용인수지구,127.0957176,37.3273757,,127.0957,37.3274
연세봄소아청소년과의원,인천광역시,인천남동구,126.7495132,37.4241594,,126.7495,37.4242
연세봉봉소아청소년과의원,서울특별시,구로구,126.8833762,37.5064034,,126.8834,37.5064
연세사랑꽃소아과의원,경기도,고양덕양구,126.8206131,37.6205032,,126.8206,37.6205
연세사랑소아청소년과의원,경기도,남양주시,127.1743293,37.6005612,,127.1743,37.6006
연세센트럴소아청소년과의원,서울특별시,영등포구,126.9054672,37.5237284,,126.9055,37.5237
연세소아과의원,경기도,광명시,126.8567321,37.4784733,,126.8567,37.4785
연세소아과의원,경기도,화성시,127.0439977,37.2154145,,127.044,37.2154
연세소아과의원,경기도,안양동안구,126.9384246,37.3992053,,126.9384,37.3992
연세소아과의원,경기도,하남시,127.2021992,37.5395234,,127.2022,37.5395
연세소아과의원,인천광역시,인천미추홀구,126.6381063,37.4508232,,126.6381,37.4508
연세소아과의원,대전광역시,대전유성구,127.3488912,36.3859867,,127.3489,36.386
연세소아청소년과의원,서울특별시,서대문구,126.9305341,37.5668065,,126.9305,37.5668
연세소아청소년과의원,서울특별시,마포구,126.9621565,37.551634,,126.9622,37.5516
연세소아청소년과의원,서울특별시,종로구,127.0007709,37.5862351,,127.0008,37.5862
연세소아청소년과의원,경기도,수원영통구,127.0588035,37.2667157,,127.0588,37.2667
연세소아청소년과의원,경기도,용인수지구,127.0876577,37.3199328,,127.0877,37.3199
연세소아청소년과의원,경기도,수원권선구,126.9609105,37.266095,,126.9609,37.2661
연세소아청소년과의원,경기도,의정부시,127.0636989,37.7446807,,127.0637,37.7447
연세소아청소년과의원,경기도,김포시,126.6610517,37.6453959,,126.6611,37.6454
연세소아청소년과의원,인천광역시,인천연수구,126.6509615,37.3957057,,126.651,37.3957
연세소아청소년과의원,강원특별자치도,강릉시,128.897785,37.7544997,,128.8978,37.7545
연세소아청소년과의원,충청남도,아산시,127.0039433,36.7832521,,127.0039,36.7833
연세소아청소년과의원,부산광역시,부산북구,129.0162521,35.2630212,,129.0163,35.263
연세소아청소년과의원,경상남도,창원마산회원구,128.5230918,35.2661301,,128.5231,35.2661
연세소아청소년과의원,전라남도,여수시,127.6523282,34.7612262,,127.6523,34.7612
연세수소아청소년과의원,인천광역시,인천남동구,126.7321987,37.4614785,,126.7322,37.4615
연세슬기로운소아청소년과의원,경기도,수원영통구,127.0423271,37.2433563,,127.0423,37.2434
연세아름소아과의원,경기도,성남분당구,127.1228918,37.4051478,,127.1229,37.4051
연세아이(i)소아청소년과의원,인천광역시,인천남동구,126.7145075,37.4426506,,126.7145,37.4427
연세아이들소아청소년과의원,경기도,고양일산서구,126.7704113,37.6946301,,126.7704,37.6946
연세아이랑소아청소년과의원,경기도,고양일산서구,126.7482744,37.6762119,,126.7483,37.6762
연세아이맘소아청소년과의원,서울특별시,송파구,127.0914095,37.5072036,,127.0914,37.5072
연세아이맘소아청소년과의원,경기도,성남중원구,127.1648158,37.4579377,,127.1648,37.4579
연세아이소아청소년과의원,서울특별시,강서구,126.8119701,37.5796258,,126.812,37.5796
연세아이웰소아청소년과의원,경기도,수원권선구,127.0346348,37.2505455,,127.0346,37.2505
연세아주소아청소년과의원,경기도,광주시,127.2585858,37.4096318,,127.2586,37.4096
연세애플소아청소년과의원,전라남도,나주시,126.7858398,35.0215108,,126.7858,35.0215
연세엘소아청소년과의원,경기도,시흥시,126.8527708,37.377783,,126.8528,37.3778
연세엘소아청소년과의원,충청남도,천안서북구,127.1065681,36.8165302,,127.1066,36.8165
연세예소아청소년과의원,인천광역시,인천남동구,126.7237705,37.4019437,,126.7238,37.4019
연세예소아청소년과의원,경기도,여주시,127.6356577,37.2853525,,127.6357,37.2854
연세온가족소아청소년과의원,경기도,성남수정구,127.1468187,37.4499445,,127.1468,37.4499
연세우리소아과의원,서울특별시,종로구,126.9687989,37.5803882,,126.9688,37.5804
연세우리소아과의원,경기도,안양동안구,126.960806,37.3632713,,126.9608,37.3633
연세우리소아청소년과의원,서울특별시,영등포구,126.890162,37.5201718,,126.8902,37.5202
연세우리소아청소년과의원,경기도,오산시,127.073913,37.140645,,127.0739,37.1406
연세우리소아청소년과의원,서울특별시,강남구,127.0530095,37.4809185,,127.053,37.4809
연세우리아이소아청소년과의원,경기도,평택시,127.0257893,37.0344178,,127.0258,37.0344
연세웰소아청소년과의원,경기도,하남시,127.2100589,37.5480214,,127.2101,37.548
연세이든소아청소년과의원,인천광역시,인천부평구,126.7004808,37.5171266,,126.7005,37.5171
연세이룬소아청소년과의원,경기도,화성시,127.1102472,37.1618176,,127.1102,37.1618
연세이문소아청소년과의원,서울특별시,동대문구,127.0652852,37.6031789,,127.0653,37.6032
연세정소아과의원,서울특별시,송파구,127.1329754,37.4956043,,127.133,37.4956
연세제일소아청소년과의원,서울특별시,서초구,127.0130325,37.49867,,127.013,37.4987
연세조이소아청소년과의원,경기도,시흥시,126.7129077,37.3642786,,126.7129,37.3643
연세지니소아청소년과의원,경기도,성남분당구,127.1429917,37.4124679,,127.143,37.4125
연세진소아청소년과의원,서울특별시,영등포구,126.9009551,37.5319526,,126.901,37.532
연세짱소아청소년과의원,인천광역시,인천남동구,126.7476057,37.4261816,,126.7476,37.4262
연세참소아청소년과의원,서울특별시,은평구,126.9223747,37.6418179,,126.9224,37.6418
연세키즈 소아청소년과의원,강원특별자치도,원주시,127.9493095,37.330486,,127.9493,37.3305
연세키즈소아과의원,서울특별시,송파구,127.135139,37.497597,,127.1351,37.4976
연세키즈소아과의원,서울특별시,관악구,126.9483752,37.4890716,,126.9484,37.4891
연세키즈소아청소년과의원,서울특별시,동대문구,127.0538624,37.571288,,127.0539,37.5713
연세키즈소아청소년과의원,서울특별시,강서구,126.8701049,37.5521376,,126.8701,37.5521
연세키즈소아청소년과의원,경기도,화성시,127.0606973,37.2096686,,127.0607,37.2097
연세키즈소아청소년과의원,서울특별시,노원구,127.0693483,37.6284968,,127.0693,37.6285
연세키즈웰 소아청소년과의원,경기도,파주시,126.7367378,37.729584,,126.7367,37.7296
연세키즈인소아치과의원,서울특별시,은평구,126.9193479,37.6357288,,126.9193,37.6357
연세튼튼소아청소년과의원,서울특별시,구로구,126.839777,37.4805842,,126.8398,37.4806
연세튼튼소아청소년과의원,경기도,광명시,126.8797095,37.4357857,,126.8797,37.4358
연세푸르른소아청소년과의원,경기도,양평군,127.4910576,37.492232,,127.4911,37.4922
연세프렌즈소아청소년과의원,서울특별시,노원구,127.0613426,37.6530591,,127.0613,37.6531
연세프렌즈소아청소년과의원,경기도,성남수정구,127.1398276,37.4435698,,127.1398,37.4436
연세플러스소아청소년과의원,인천광역시,인천남동구,126.7255593,37.4006203,,126.7256,37.4006
연세플러스소아청소년과의원,인천광역시,인천연수구,126.6484388,37.3975947,,126.6484,37.3976
연세하나내과소아청소년과의원,서울특별시,강서구,126.8106933,37.5641899,,126.8107,37.5642
연세하이소아청소년과의원,서울특별시,강서구,126.8188664,37.5620749,,126.8189,37.5621
연세한결소아청소년과의원,서울특별시,강서구,126.8185711,37.5667077,,126.8186,37.5667
연세해맑은소아청소년과의원,서울특별시,서초구,127.015332,37.4571487,,127.0153,37.4571
연세해맑은소아청소년과의원,경기도,수원권선구,126.9652606,37.245748,,126.9653,37.2457
연세해맑은소아청소년과의원,경기도,부천소사구,126.8096277,37.4712481,,126.8096,37.4712
연세햇님소아청소년과의원,경기도,시흥시,126.7892647,37.378223,,126.7893,37.3782
연세힐텍소아청소년과의원,인천광역시,인천부평구,126.7320632,37.5083726,,126.7321,37.5084
연소아과의원,서울특별시,용산구,126.9999592,37.5260203,,127.0,37.526
연소아청소년과의원,경기도,안양동안구,126.9658443,37.4049406,,126.9658,37.4049
연수소아과의원,부산광역시,부산동래구,129.0748927,35.2086542,,129.0749,35.2087
연우소아청소년과의원,경상북도,문경시,128.1809861,36.5861108,,128.181,36.5861
연합뉴소아청소년과의원,경기도,광명시,126.8690111,37.4760099,,126.869,37.476
연합소아청소년과의원,대전광역시,대전중구,127.4102401,36.3204726,,127.4102,36.3205
연합소아청소년과의원,경상북도,포항북구,129.3813935,36.0676986,,129.3814,36.0677
열린소아청소년과의원,서울특별시,성북구,127.017121,37.602734,,127.0171,37.6027
열린소아청소년과의원,경기도,고양덕양구,126.8306637,37.6269716,,126.8307,37.627
열린연세소아과의원,서울특별시,양천구,126.8647745,37.5486549,,126.8648,37.5487
영재소아청소년과의원,서울특별시,마포구,126.9318529,37.5466987,,126.9319,37.5467
영재소아청소년과의원,경기도,고양덕양구,126.8311696,37.6339036,,126.8312,37.6339
영천연합소아청소년과의원,경상북도,영천시,128.9474978,35.9750205,,128.9475,35.975
영통아이언소아청소년과의원,경기도,수원영통구,127.059697,37.2413127,,127.0597,37.2413
예담소아청소년과병원,경상남도,진주시,128.1481905,35.1758876,,128.1482,35.1759
예담소아청소년과의원,부산광역시,부산해운대구,129.1189658,35.1993177,,129.119,35.1993
예담소아청소년과의원,대구광역시,대구달서구,128.5266166,35.8252878,,128.5266,35.8253
예루살렘소아청소년과의원,서울특별시,강서구,126.8472447,37.5704364,,126.8472,37.5704
예쁜소아청소년과의원,광주광역시,광주북구,126.9371702,35.163815,,126.9372,35.1638
예쁜아이소아청소년과의원,대전광역시,대전서구,127.3507173,36.3126138,,127.3507,36.3126
예사랑소아청소년과의원,대구광역시,대구북구,128.6023558,35.9155679,,128.6024,35.9156
예스삼성소아청소년과의원,인천광역시,인천중구,126.4987797,37.4922651,,126.4988,37.4923
예원소아청소년과의원,대구광역시,대구북구,128.6101257,35.8801163,,128.6101,35.8801
예은소아청소년과의원,대구광역시,대구서구,128.5655069,35.8708173,,128.5655,35.8708
예인소아청소년과의원,서울특별시,영등포구,126.9005977,37.5290078,,126.9006,37.529
예인소아청소년과의원,서울특별시,양천구,126.8276689,37.539678,,126.8277,37.5397
예인소아청소년과의원,경상남도,창원의창구,128.5955592,35.3015564,,128.5956,35.3016
예일소아청소년과의원,서울특별시,은평구,126.9177227,37.6118281,,126.9177,37.6118
예일소아청소년과의원,서울특별시,강북구,127.0303296,37.637938,,127.0303,37.6379
예일소아청소년과의원,전라북도,익산시,126.9777884,35.9587899,,126.9778,35.9588
예지소아청소년과의원,서울특별시,은평구,126.9120085,37.6138771,,126.912,37.6139
예흠소아청소년과의원,서울특별시,강동구,127.1760274,37.5670476,,127.176,37.567
오렌지소아청소년과의원,인천광역시,인천연수구,126.6586552,37.3742871,,126.6587,37.3743
오션키즈연합소아청소년과의원,부산광역시,부산강서구,128.9040357,35.0840454,,128.904,35.084
오소아청소년과의원,대전광역시,대전서구,127.3976881,36.3510343,,127.3977,36.351
오은경소아청소년과의원,강원특별자치도,원주시,127.9717075,37.3410021,,127.9717,37.341
오즈소아청소년과의원,경기도,용인기흥구,127.1099081,37.2543115,,127.1099,37.2543
오즈소아청소년과의원,부산광역시,부산기장군,129.1894795,35.3208454,,129.1895,35.3208
오즈소아청소년과의원,울산광역시,울산남구,129.3372881,35.5384818,,129.3373,35.5385
오즈연합소아청소년과의원,대구광역시,대구달성군,128.4786583,35.8751463,,128.4787,35.8751
오지현소아과의원,서울특별시,서대문구,126.9464449,37.5862021,,126.9464,37.5862
오창수소아청소년과의원,경기도,안양만안구,126.9014179,37.4310237,,126.9014,37.431
오케이김앤오소아청소년과의원,경기도,김포시,126.704889,37.632495,,126.7049,37.6325
오투소아청소년과의원,경상남도,양산시,129.0143016,35.3287175,,129.0143,35.3287
옥동연합소아과의원,대구광역시,대구동구,128.6650939,35.8812295,,128.6651,35.8812
온가족소아청소년과의원,서울특별시,송파구,127.1385769,37.5058055,,127.1386,37.5058
온가족소아청소년과의원,경기도,수원팔달구,127.0166755,37.2680086,,127.0167,37.268
온가족소아청소년과의원,경기도,화성시,126.9455248,37.227509,,126.9455,37.2275
온가족소아청소년과의원,경기도,오산시,127.0673341,37.1907964,,127.0673,37.1908
온누리소아청소년과의원,경기도,성남중원구,127.1626014,37.4407884,,127.1626,37.4408
온소아청소년과의원,인천광역시,인천연수구,126.6450834,37.3947527,,126.6451,37.3948
온소아청소년과의원,충청남도,서산시,126.4500365,36.8238373,,126.45,36.8238
온소아청소년과의원,충청북도,충주시,127.9334149,36.953624,,127.9334,36.9536
온소아청소년과이비인후과의원,경상남도,창원의창구,128.5940069,35.3019815,,128.594,35.302
온양센텀소아청소년과의원,울산광역시,울산울주군,129.2834115,35.4103077,,129.2834,35.4103
올굿소아청소년과의원,대전광역시,대전유성구,127.4005133,36.3994801,,127.4005,36.3995
올리브소아청소년과의원,광주광역시,광주북구,126.8640465,35.207343,,126.864,35.2073
올리브소아청소년과의원,경기도,용인기흥구,127.1131676,37.3207161,,127.1132,37.3207
올바른소아청소년과의원,경기도,남양주시,127.151564,37.6231733,,127.1516,37.6232
올바른소아청소년과의원,경기도,화성시,127.1229707,37.1821552,,127.123,37.1822
와우맘소아청소년과의원,경기도,화성시,126.9742428,37.2140548,,126.9742,37.2141
왕소아과의원,서울특별시,중랑구,127.0769269,37.5983784,,127.0769,37.5984
왕소아청소년과의원,인천광역시,인천미추홀구,126.6811652,37.4509653,,126.6812,37.451
용소아청소년과의원,서울특별시,강북구,127.0228717,37.6441987,,127.0229,37.6442
용해미래소아청소년과의원,전라남도,목포시,126.398106,34.8174244,,126.3981,34.8174
우리가족소아치과의원,서울특별시,구로구,126.8395024,37.4861761,,126.8395,37.4862
우리동네소아청소년과의원,서울특별시,용산구,126.9718828,37.5201533,,126.9719,37.5202
우리두리소아과의원,경기도,이천시,127.4476094,37.2809583,,127.4476,37.281
우리들내과소아청소년과의원,대구광역시,대구서구,128.5715717,35.8791216,,128.5716,35.8791
우리들소아과의원,제주특별자치도,서귀포시,126.5638319,33.2477781,,126.5638,33.2478
우리들소아청소년과의원,경기도,용인기흥구,127.1199074,37.293779,,127.1199,37.2938
우리들소아청소년과의원,경기도,구리시,127.1337065,37.6084746,,127.1337,37.6085
우리들소아청소년과의원,경기도,안성시,127.1597072,36.9981375,,127.1597,36.9981
